molecule_id,molecular_weight,logP,num_hydrogen_bond_donors,num_hydrogen_bond_acceptors,topological_polar_surface_area,rotatable_bonds,aromatic_rings,bioactivity_score,toxicity_risk_level,drug_likeness,binding_affinity_kcal_mol,clinical_trial_phase_prediction
1596,274.27,0.87,0,4,67.46,9,2,1.024,Medium,Yes,-10.15,Phase I
1597,396.44,1.42,0,8,60.04,5,1,0.588,Low,Yes,-8.08,Phase II
1598,504.31,1.34,0,8,48.24,0,2,0.339,Low,No,-7.47,Preclinical
1599,351.56,3.8,0,5,63.61,5,4,0.386,Low,No,-10.3,Phase II
1600,295.4,3.63,5,6,84.77,6,5,0.14,High,No,-7.54,Phase II
1601,336.28,3.08,5,3,93.09,14,2,0.217,Low,No,-6.52,Preclinical
1602,453.12,3.79,2,1,81.86,1,3,0.178,Medium,Yes,-7.59,Preclinical
1603,301.55,1.44,5,9,19.33,8,5,0.568,Medium,Yes,-7.06,Phase I
1604,290.06,2.92,2,9,137.24,7,0,0.612,Medium,Yes,-6.62,Phase I
1605,313.79,2.35,4,3,122.59,8,1,0.519,High,No,-9.9,Preclinical
1606,278.5,3.52,2,4,103.37,14,4,0.592,Medium,Yes,-6.52,Preclinical
1607,359.2,2.36,0,7,147.22,9,3,0.308,High,No,-8.6,Phase II
1608,471.85,2.04,3,2,60.68,12,1,0.213,Low,Yes,-7.86,Preclinical
1609,374.23,3.15,3,3,146.63,3,2,0.211,Medium,No,-8.49,Preclinical
1610,331.07,3.55,1,6,61.04,3,1,0.2,Medium,Yes,-5.89,Phase II
1611,328.11,1.7,1,11,97.16,11,5,0.59,Low,No,-9.26,Phase I
1612,232.76,2.43,2,8,51.78,7,5,1.003,Medium,Yes,-5.43,Phase I
1613,416.23,1.23,3,1,90.44,0,0,0.238,Medium,Yes,-3.91,Phase I
1614,344.16,-0.5,0,4,101.58,7,1,0.415,Medium,Yes,-9.83,Phase I
1615,336.46,2.74,5,1,85.36,6,1,0.551,Low,No,-8.38,Phase I
1616,589.48,3.23,0,2,111.42,11,5,0.43,Medium,Yes,-6.58,Phase III
1617,372.41,2.81,0,8,92.97,6,2,0.583,Low,No,-8.99,Preclinical
1618,293.62,0.16,2,6,74.33,8,2,0.356,Medium,No,-7.91,Preclinical
1619,318.02,2.08,2,9,73.0,14,4,0.33,Low,No,-7.24,Preclinical
1620,436.13,-0.16,4,2,114.33,12,2,0.454,Medium,Yes,-8.57,Phase II
1621,358.5,4.14,0,3,70.39,9,1,0.582,Low,Yes,-7.38,Phase I
1622,242.13,1.2,0,9,117.46,6,0,0.821,Low,Yes,-6.08,Preclinical
1623,418.94,4.01,2,9,126.68,14,2,0.594,Low,No,-7.62,Preclinical
1624,299.89,3.64,2,6,39.94,1,5,0.437,Low,No,-9.06,Preclinical
1625,490.5,1.42,4,3,123.99,0,5,0.708,Medium,No,-5.75,Preclinical
1626,431.0,1.14,4,5,151.81,0,4,0.75,Medium,Yes,-5.42,Phase III
1627,316.45,2.92,1,2,97.56,6,4,0.424,Low,Yes,-6.95,Phase II
1628,446.08,1.49,3,7,107.97,4,1,0.464,Low,No,-8.97,Preclinical
1629,355.09,2.62,0,10,121.11,3,2,0.393,Low,Yes,-8.82,Preclinical
1630,413.96,1.92,0,11,81.74,4,2,0.705,Medium,No,-11.05,Preclinical
1631,386.35,0.36,4,8,95.47,9,4,0.519,Low,Yes,-8.39,Phase II
1632,286.52,-0.18,4,6,50.57,9,2,0.149,Low,Yes,-5.9,Phase I
1633,301.73,2.77,1,8,94.16,5,1,0.602,Low,No,-8.53,Phase III
1634,427.25,1.83,3,2,104.94,11,0,0.872,Low,Yes,-8.93,Phase II
1635,324.89,1.84,1,3,105.48,14,5,0.892,Low,Yes,-5.97,Phase I
1636,319.73,3.34,3,7,121.96,9,1,0.38,Low,No,-5.77,Phase II
1637,278.37,3.91,5,10,66.76,5,2,0.326,Medium,No,-8.3,Phase II
1638,381.77,2.17,0,1,74.02,0,1,0.974,Medium,No,-6.74,Preclinical
1639,504.69,2.09,1,7,146.87,1,5,0.892,Low,No,-8.8,Phase I
1640,269.94,3.1,4,6,85.49,2,3,0.617,Medium,Yes,-8.01,Phase I
1641,351.82,0.87,1,8,96.0,3,5,0.072,Low,Yes,-10.23,Phase I
1642,455.92,2.77,5,7,87.99,5,5,0.348,High,Yes,-6.96,Preclinical
1643,344.03,3.16,1,4,65.35,11,3,0.227,Low,Yes,-7.65,Preclinical
1644,383.93,3.32,0,3,138.71,11,2,0.953,Medium,Yes,-8.51,Preclinical
1645,270.32,0.18,5,3,74.17,10,2,0.119,Medium,No,-7.64,Preclinical
1646,382.12,1.59,4,4,56.18,12,0,0.951,Low,Yes,-7.82,Phase III
1647,335.96,1.45,4,9,76.48,8,5,0.474,High,No,-8.74,Phase II
1648,423.93,2.62,2,9,29.95,11,1,0.201,Low,Yes,-6.9,Phase II
1649,439.05,3.08,5,2,70.46,1,0,0.747,Medium,Yes,-7.95,Phase I
1650,544.22,4.3,2,5,60.96,7,2,0.657,Low,Yes,-7.7,Phase II
1651,393.47,1.91,2,1,108.52,8,2,0.183,Low,No,-9.69,Phase III
1652,374.43,1.9,0,4,69.8,1,4,0.494,Medium,Yes,-7.69,Preclinical
1653,364.58,3.88,1,2,116.63,8,0,0.844,Low,Yes,-7.77,Phase II
1654,323.51,2.86,4,8,131.95,6,2,0.398,Low,No,-8.74,Preclinical
1655,375.39,4.02,4,4,113.44,8,3,0.92,Low,Yes,-6.7,Phase III
1656,327.84,2.85,1,5,83.54,5,4,0.314,Medium,Yes,-10.66,Phase III
1657,362.63,1.11,4,11,94.23,1,1,0.094,Low,No,-8.22,Phase III
1658,448.82,0.9,1,4,44.25,7,4,0.511,Low,Yes,-7.04,Preclinical
1659,274.51,0.64,5,5,85.99,9,5,0.135,Medium,Yes,-4.35,Preclinical
1660,435.49,3.29,0,5,64.19,14,5,0.531,Low,Yes,-9.55,Preclinical
1661,448.78,3.93,0,5,110.83,8,1,0.501,Low,Yes,-7.37,Phase I
1662,341.14,4.72,0,11,167.18,11,3,0.31,Low,Yes,-6.68,Phase I
1663,190.86,3.51,1,3,104.99,7,1,0.97,Low,Yes,-7.4,Preclinical
1664,304.41,3.9,1,7,30.27,1,0,0.499,Low,Yes,-9.35,Phase II
1665,447.27,1.8,3,3,79.16,14,1,0.716,High,Yes,-8.23,Preclinical
1666,348.28,1.11,4,2,93.67,7,1,0.732,Low,Yes,-11.16,Phase III
1667,275.05,3.52,4,3,92.62,2,4,0.94,Low,Yes,-7.49,Preclinical
1668,312.14,3.0,3,11,68.08,2,3,0.198,Low,Yes,-9.62,Preclinical
1669,413.05,2.63,3,3,97.36,8,1,0.061,Low,No,-6.82,Phase I
1670,391.01,2.96,0,8,52.72,12,0,0.931,Medium,Yes,-8.48,Phase I
1671,332.08,2.89,3,4,61.65,8,4,0.645,Low,No,-8.62,Preclinical
1672,322.49,4.04,1,3,109.37,14,3,0.532,Low,Yes,-7.25,Phase II
1673,320.62,4.05,2,10,59.53,8,3,0.467,Low,Yes,-7.11,Phase I
1674,280.82,3.15,1,5,106.15,3,2,0.422,Medium,Yes,-6.19,Phase III
1675,471.15,3.51,3,4,48.92,11,5,0.715,Low,No,-7.89,Phase III
1676,325.83,3.12,4,9,142.94,13,0,0.139,Low,Yes,-7.66,Phase I
1677,441.29,1.95,1,8,66.77,6,5,0.619,Medium,Yes,-9.58,Phase III
1678,464.1,3.41,4,11,83.29,12,4,0.758,Low,Yes,-5.33,Phase II
1679,424.87,0.83,1,7,99.92,7,4,0.686,Medium,Yes,-8.9,Phase III
1680,317.63,3.76,4,8,73.04,14,0,0.482,Medium,Yes,-6.41,Phase III
1681,380.28,1.07,5,5,94.3,14,3,0.499,Low,Yes,-6.4,Phase II
1682,348.19,2.84,1,4,107.26,12,1,0.821,Medium,Yes,-6.9,Phase I
1683,282.22,1.49,4,7,118.82,14,0,0.645,High,No,-7.86,Preclinical
1684,374.33,3.16,2,1,113.74,12,4,0.939,Medium,Yes,-8.04,Phase III
1685,261.57,2.46,0,6,84.85,4,5,0.064,High,Yes,-7.6,Phase II
1686,439.08,0.59,1,8,85.6,12,0,0.727,Low,Yes,-10.36,Preclinical
1687,315.15,3.0,2,7,160.47,14,3,0.297,Low,Yes,-7.54,Preclinical
1688,365.09,1.81,0,2,118.5,14,2,0.482,High,Yes,-5.27,Phase II
1689,371.25,3.56,1,7,62.35,0,2,0.844,Low,Yes,-7.84,Phase I
1690,330.58,2.5,2,6,93.0,14,1,0.249,High,Yes,-7.55,Preclinical
1691,394.0,2.97,2,5,79.95,8,1,1.029,Low,Yes,-9.04,Preclinical
1692,314.38,1.35,5,4,85.94,5,3,0.776,High,Yes,-7.22,Phase II
1693,415.35,1.79,2,1,53.12,2,5,0.645,Low,Yes,-8.67,Preclinical
1694,249.05,1.95,5,2,77.64,2,1,0.267,Low,Yes,-6.23,Phase I
1695,359.48,3.53,3,7,144.35,13,2,0.455,High,Yes,-5.79,Phase II
1696,495.42,4.51,4,10,107.37,13,3,0.41,Low,Yes,-5.46,Phase II
1697,274.98,1.53,0,3,15.27,9,3,0.192,Low,Yes,-9.67,Preclinical
1698,299.17,3.79,4,5,126.5,0,3,0.773,Low,No,-6.42,Preclinical
1699,388.54,-0.1,4,8,122.69,12,0,0.399,Medium,Yes,-6.53,Phase I
1700,363.47,1.07,5,8,79.22,7,5,0.456,High,Yes,-8.12,Phase II
1701,376.3,1.35,4,6,111.52,1,5,0.469,Low,No,-5.71,Preclinical
1702,386.69,0.88,2,5,64.22,11,1,0.446,Low,Yes,-6.88,Preclinical
1703,397.6,0.6,5,2,75.89,0,5,0.633,Low,No,-5.44,Phase III
1704,433.23,3.0,4,9,134.96,6,4,0.344,Medium,No,-9.4,Phase III
1705,380.74,2.24,5,1,81.85,13,2,0.755,Low,No,-8.57,Phase I
1706,331.91,2.96,3,11,33.91,10,1,0.351,Low,No,-7.36,Preclinical
1707,400.44,3.33,5,2,88.1,8,5,0.493,Low,Yes,-5.74,Preclinical
1708,492.49,2.82,1,1,87.64,5,2,0.173,Medium,Yes,-6.82,Preclinical
1709,340.05,3.29,2,4,125.95,7,1,0.768,High,No,-8.92,Preclinical
1710,276.91,2.42,0,4,90.43,7,4,0.831,Medium,Yes,-4.84,Phase I
1711,433.03,1.08,1,5,77.35,8,2,0.679,Low,No,-7.94,Phase I
1712,340.97,3.77,1,5,121.35,6,4,0.543,Medium,Yes,-8.87,Preclinical
1713,187.05,1.79,1,8,93.62,8,2,0.491,Medium,Yes,-8.66,Phase III
1714,413.56,1.38,4,11,67.5,14,0,0.109,Low,No,-9.5,Phase I
1715,309.85,2.29,5,11,124.65,8,0,0.161,Low,Yes,-10.87,Phase I
1716,343.21,1.4,5,3,95.81,11,2,0.688,Low,No,-7.67,Phase III
1717,374.9,2.0,4,6,90.09,10,2,0.455,Medium,Yes,-9.83,Phase I
1718,364.29,2.91,2,3,95.34,0,4,0.16,Medium,No,-7.03,Phase III
1719,403.21,2.92,4,2,57.88,5,5,0.149,Medium,No,-6.02,Preclinical
1720,317.34,1.42,4,8,74.17,11,3,0.659,Low,Yes,-6.94,Preclinical
1721,388.48,1.91,4,1,90.11,7,2,0.718,Low,Yes,-7.43,Phase I
1722,330.53,3.79,2,9,84.16,9,1,0.117,High,Yes,-9.81,Phase I
1723,405.41,3.1,2,11,128.17,8,1,0.538,Low,No,-6.23,Preclinical
1724,396.15,4.99,3,7,96.52,14,1,0.597,High,No,-4.58,Phase II
1725,279.84,3.92,3,10,115.65,3,0,0.354,Medium,Yes,-5.39,Preclinical
1726,431.45,3.87,3,11,90.28,12,5,0.81,Low,Yes,-9.5,Phase II
1727,309.8,0.83,3,4,121.69,1,4,0.414,Low,No,-7.62,Phase I
1728,410.6,3.42,5,3,101.93,10,5,0.071,High,No,-7.92,Phase II
1729,377.55,2.44,1,6,90.4,8,0,0.451,Low,Yes,-8.1,Phase I
1730,487.86,1.84,1,9,89.6,8,5,0.842,High,Yes,-7.46,Phase III
1731,333.24,2.7,3,9,61.37,11,5,0.414,Low,No,-4.25,Preclinical
1732,323.8,3.63,3,4,105.21,7,1,0.238,Medium,Yes,-7.34,Phase III
1733,348.54,3.1,0,10,88.79,2,2,0.657,Medium,No,-8.17,Preclinical
1734,327.26,1.45,1,5,74.94,4,1,0.565,High,Yes,-7.05,Phase II
1735,410.0,3.39,0,11,123.19,1,5,0.499,Low,No,-9.47,Phase I
1736,228.78,1.73,0,9,52.49,13,2,0.619,Medium,Yes,-8.57,Phase II
1737,270.97,2.76,4,2,77.33,2,4,0.327,Low,No,-6.02,Phase II
1738,269.91,2.14,5,2,120.83,0,3,0.35,Low,Yes,-7.22,Phase II
1739,421.27,2.24,2,5,99.47,3,2,0.682,Low,Yes,-4.35,Preclinical
1740,478.3,3.42,1,1,88.56,4,0,0.258,Low,Yes,-7.1,Phase II
1741,342.17,1.25,3,8,97.53,11,1,0.904,Low,No,-9.37,Preclinical
1742,337.34,4.83,3,5,95.38,1,1,0.807,Low,Yes,-9.88,Preclinical
1743,355.25,0.31,2,10,44.5,14,5,0.214,High,Yes,-6.0,Preclinical
1744,437.14,1.78,1,2,79.52,14,5,0.869,Medium,Yes,-9.06,Phase I
1745,280.45,2.94,3,9,138.5,2,5,0.538,Low,Yes,-9.2,Phase II
1746,367.88,3.2,3,2,70.22,11,5,0.846,High,Yes,-8.27,Preclinical
1747,423.14,2.38,4,7,80.45,5,1,0.533,Low,Yes,-6.01,Preclinical
1748,387.58,2.43,0,8,73.75,5,2,0.456,Low,Yes,-8.05,Phase I
1749,364.22,2.99,3,6,87.39,14,4,0.43,Medium,No,-8.76,Phase III
1750,425.08,2.22,5,11,72.51,6,2,-0.112,Low,No,-5.68,Phase I
1751,147.26,4.17,1,7,104.6,11,0,0.732,Medium,No,-5.94,Phase II
1752,400.84,3.51,5,11,95.92,8,1,0.323,Low,Yes,-5.0,Phase I
1753,300.94,3.55,2,1,113.21,3,2,0.74,Low,No,-5.47,Phase II
1754,212.7,1.34,4,4,58.47,4,1,0.918,Low,Yes,-5.91,Phase III
1755,388.34,2.4,1,7,79.79,10,0,0.356,High,Yes,-8.63,Phase I
1756,453.02,2.14,4,1,83.23,1,3,0.341,Medium,Yes,-6.51,Phase I
1757,339.69,1.29,0,1,103.67,5,3,0.752,Medium,Yes,-5.68,Phase III
1758,421.47,2.93,3,11,66.2,3,3,0.383,Medium,Yes,-4.72,Phase III
1759,470.92,1.85,1,6,117.47,4,1,0.829,Low,Yes,-7.24,Preclinical
1760,448.62,3.29,2,4,125.59,6,2,0.327,Medium,Yes,-8.24,Phase I
1761,473.0,1.22,0,3,60.33,5,1,0.86,Low,Yes,-8.83,Phase II
1762,405.66,4.56,0,5,75.27,7,4,0.424,Low,Yes,-6.03,Phase I
1763,355.66,1.42,4,9,74.04,5,2,0.583,Medium,Yes,-8.5,Phase I
1764,229.85,2.76,0,10,168.97,9,0,0.746,Low,Yes,-7.34,Phase II
1765,331.55,3.45,1,10,77.1,13,5,0.628,Low,Yes,-8.82,Preclinical
1766,286.76,1.82,4,11,140.33,7,3,0.768,Medium,Yes,-7.74,Preclinical
1767,512.82,3.52,0,10,52.0,12,2,0.136,Medium,Yes,-6.84,Phase III
1768,336.81,1.02,2,3,60.31,13,2,0.398,Medium,Yes,-7.1,Phase I
1769,359.24,4.24,5,5,69.4,13,3,0.516,Low,No,-6.39,Phase III
1770,391.36,2.52,1,10,64.63,3,0,0.309,Low,Yes,-9.56,Phase II
1771,353.27,1.78,2,5,81.96,11,1,0.743,Medium,Yes,-7.67,Phase II
1772,477.13,2.14,2,9,68.74,6,1,0.372,Medium,No,-8.21,Phase II
1773,303.3,3.47,4,11,65.42,2,5,0.309,Medium,Yes,-8.97,Preclinical
1774,364.6,1.8,3,10,124.75,0,2,0.735,High,Yes,-8.62,Phase I
1775,294.31,1.6,4,11,126.71,12,3,0.239,High,Yes,-8.84,Phase I
1776,251.0,2.23,1,4,118.48,8,4,0.251,Low,Yes,-6.98,Phase I
1777,304.12,1.09,1,1,105.72,8,0,0.627,Medium,Yes,-6.9,Preclinical
1778,347.22,4.68,4,10,92.78,5,1,0.836,Medium,No,-6.19,Preclinical
1779,317.8,1.82,3,5,75.09,14,0,0.54,Medium,Yes,-7.01,Preclinical
1780,298.07,3.5,4,1,61.41,1,0,0.096,Low,Yes,-7.26,Phase I
1781,244.53,2.75,1,6,100.89,7,5,0.671,Medium,Yes,-7.38,Phase III
1782,343.77,1.32,3,10,54.79,9,0,0.352,High,No,-6.49,Phase III
1783,237.15,2.49,1,10,60.18,5,3,0.78,Medium,No,-10.66,Preclinical
1784,407.0,3.44,3,7,124.59,6,5,0.405,Medium,Yes,-7.59,Preclinical
1785,356.18,2.27,3,1,147.02,12,3,0.786,Low,Yes,-7.02,Preclinical
1786,240.68,3.93,4,10,101.8,0,5,0.396,Low,Yes,-4.82,Preclinical
1787,326.81,3.73,4,4,123.19,2,3,0.328,Low,Yes,-9.17,Phase II
1788,293.59,3.6,4,9,82.62,14,5,0.021,Low,Yes,-9.22,Phase III
1789,373.94,1.95,3,1,49.87,0,5,0.335,Medium,Yes,-10.91,Preclinical
1790,450.53,1.2,3,9,108.37,9,2,0.544,Low,No,-9.59,Preclinical
1791,209.36,1.76,1,8,107.08,0,3,0.525,Medium,Yes,-7.73,Preclinical
1792,358.63,2.74,2,5,92.15,11,2,0.653,Low,Yes,-8.59,Preclinical
1793,337.99,3.15,4,6,82.73,11,5,0.811,Low,Yes,-8.62,Phase II
1794,400.35,-0.11,5,7,118.87,10,1,0.507,Low,Yes,-7.47,Phase I
1795,365.99,2.49,1,4,60.43,12,5,0.517,High,Yes,-6.63,Phase II
1796,293.6,2.69,1,6,66.79,0,1,0.778,Low,No,-7.48,Phase I
1797,326.07,2.17,0,7,59.76,3,1,0.558,Low,Yes,-7.46,Preclinical
1798,290.3,4.05,4,11,92.55,12,1,0.269,Medium,No,-6.89,Preclinical
1799,430.7,3.01,1,6,57.36,6,1,0.369,High,Yes,-10.25,Preclinical
1800,351.6,4.07,0,11,69.47,6,3,-0.032,Medium,Yes,-7.31,Phase II
1801,492.59,2.24,5,6,68.83,11,4,0.266,Low,Yes,-7.61,Phase II
1802,345.45,3.62,5,2,82.18,12,3,0.077,Low,No,-7.51,Phase II
1803,296.87,4.46,4,5,45.38,4,4,0.588,High,Yes,-8.38,Preclinical
1804,236.47,4.07,3,3,92.62,11,3,0.803,Medium,Yes,-7.81,Phase II
1805,214.76,1.19,0,7,127.42,5,1,0.265,Medium,Yes,-6.9,Preclinical
1806,231.19,2.2,3,4,94.06,1,0,0.274,Low,No,-5.09,Preclinical
1807,370.03,2.09,5,1,136.24,4,5,0.736,Low,Yes,-10.04,Phase I
1808,388.15,3.09,5,6,130.02,6,4,0.387,Low,Yes,-6.64,Phase I
1809,231.41,3.32,2,6,113.33,13,0,0.564,Medium,Yes,-5.67,Phase II
1810,417.13,1.49,2,7,92.24,8,1,0.686,Low,Yes,-9.41,Phase II
1811,313.77,2.58,2,11,90.68,5,4,0.323,High,Yes,-7.77,Preclinical
1812,361.01,0.08,2,8,112.91,11,0,0.328,Low,Yes,-7.09,Preclinical
1813,470.92,4.23,1,3,78.25,13,3,0.373,Medium,No,-4.49,Preclinical
1814,417.26,1.89,2,6,33.52,9,1,0.112,Low,Yes,-4.24,Preclinical
1815,329.86,2.57,1,10,104.76,3,3,0.622,Medium,No,-9.41,Preclinical
1816,283.16,2.13,1,2,56.07,2,3,0.65,Low,No,-7.95,Phase II
1817,188.61,3.88,4,9,61.14,8,1,0.52,Medium,Yes,-7.2,Preclinical
1818,296.06,-0.91,1,2,90.01,6,4,0.84,Medium,Yes,-6.67,Phase II
1819,334.17,2.48,1,3,87.15,10,5,0.435,Low,No,-7.2,Phase I
1820,275.96,2.37,2,10,47.64,13,2,0.654,Medium,Yes,-8.92,Preclinical
1821,340.16,1.96,1,2,94.96,12,2,0.621,Medium,Yes,-8.99,Phase I
1822,355.76,4.57,3,9,118.98,5,5,0.3,High,No,-9.81,Phase II
1823,333.14,1.44,2,1,56.15,6,1,0.789,High,Yes,-10.53,Phase I
1824,301.25,3.43,0,5,128.17,14,2,0.532,High,No,-9.85,Preclinical
1825,362.65,2.93,2,1,43.19,7,5,0.744,Low,Yes,-5.76,Phase III
1826,383.15,4.01,1,5,153.52,4,0,0.175,Low,Yes,-6.43,Preclinical
1827,268.22,1.7,3,8,77.66,2,5,0.527,High,Yes,-6.67,Phase III
1828,455.82,1.62,2,8,94.37,2,4,0.385,Low,No,-7.83,Preclinical
1829,342.61,3.82,3,11,33.24,12,5,0.287,Low,Yes,-7.56,Phase II
1830,351.41,3.01,0,8,88.14,1,3,0.852,Medium,Yes,-7.9,Phase I
1831,403.12,0.65,5,2,96.85,7,3,0.549,Low,No,-9.88,Phase I
1832,367.49,1.85,0,8,87.42,0,1,0.131,Medium,No,-6.53,Preclinical
1833,421.49,2.96,5,5,73.11,11,3,0.376,Medium,No,-6.22,Preclinical
1834,371.53,3.51,4,1,61.6,7,0,0.735,Medium,Yes,-9.23,Phase II
1835,304.07,1.68,5,7,123.92,2,5,0.287,Low,No,-9.23,Phase III
1836,377.11,-1.0,4,6,90.92,8,0,0.261,Low,Yes,-6.97,Phase I
1837,264.22,3.13,2,5,136.22,11,1,0.463,Low,Yes,-6.99,Preclinical
1838,358.14,1.04,4,1,74.21,13,3,0.617,Low,No,-6.4,Preclinical
1839,347.51,0.08,3,1,76.96,11,2,0.318,Low,Yes,-5.38,Phase II
1840,334.39,-0.9,4,6,114.47,10,5,0.598,Low,Yes,-9.09,Preclinical
1841,340.36,3.48,3,10,41.31,1,2,0.509,Medium,Yes,-7.62,Preclinical
1842,208.86,2.65,5,7,53.6,9,4,0.539,Medium,No,-9.0,Phase II
1843,308.85,2.23,5,10,122.92,8,1,-0.101,Medium,Yes,-8.89,Phase I
1844,356.96,4.17,5,10,54.84,5,4,0.504,Medium,Yes,-8.14,Preclinical
1845,361.99,3.26,4,1,35.43,0,2,0.437,Low,Yes,-5.34,Preclinical
1846,272.92,4.44,5,9,146.06,4,2,0.598,Medium,Yes,-5.84,Phase II
1847,444.93,0.83,4,4,48.19,9,2,0.337,Medium,No,-7.61,Preclinical
1848,285.04,2.46,4,5,95.52,8,4,0.407,Low,Yes,-10.73,Phase III
1849,422.71,0.56,1,2,92.07,12,1,0.633,Medium,No,-6.91,Preclinical
1850,382.04,2.22,1,10,5.68,5,5,0.861,Low,No,-6.95,Preclinical
1851,301.53,2.2,4,8,81.98,6,5,0.169,Low,Yes,-8.9,Phase II
1852,483.15,3.25,3,2,103.45,3,0,0.628,High,Yes,-6.25,Phase I
1853,260.48,2.55,2,3,100.63,0,0,0.805,High,Yes,-8.93,Preclinical
1854,418.94,3.25,0,9,117.11,4,2,0.674,Medium,No,-6.26,Phase I
1855,425.04,3.34,1,2,78.38,1,1,0.788,Medium,Yes,-7.14,Preclinical
1856,299.7,5.09,4,6,111.38,7,1,0.364,High,Yes,-9.69,Phase II
1857,454.43,2.12,0,4,69.32,3,3,0.809,High,Yes,-8.04,Preclinical
1858,331.25,1.37,1,7,47.69,0,3,0.319,Low,Yes,-7.28,Phase II
1859,371.65,2.8,2,6,51.07,9,4,0.514,Medium,No,-7.05,Phase I
1860,369.52,1.54,3,10,46.14,6,3,0.374,Low,No,-5.95,Phase II
1861,339.93,4.28,4,9,120.29,11,5,0.384,Low,Yes,-5.76,Phase II
1862,410.81,2.16,2,9,44.56,10,5,0.07,Low,No,-7.86,Phase I
1863,409.51,1.82,1,10,98.22,1,4,0.007,Medium,No,-6.66,Phase I
1864,218.86,1.93,4,4,82.02,2,0,0.794,Medium,Yes,-5.09,Preclinical
1865,447.83,3.36,0,1,86.92,13,2,0.05,High,Yes,-9.03,Preclinical
1866,225.31,2.31,5,2,130.91,8,1,0.563,Low,No,-8.41,Phase II
1867,427.44,1.73,3,8,76.85,14,0,0.175,Medium,No,-9.98,Phase II
1868,434.5,4.5,1,10,108.35,12,5,0.288,Low,Yes,-8.45,Preclinical
1869,268.18,1.47,3,8,91.13,8,0,0.671,Low,Yes,-7.19,Phase III
1870,319.19,2.54,4,2,85.44,1,4,0.541,High,No,-10.67,Phase I
1871,267.07,3.28,5,4,159.0,2,2,0.468,Low,Yes,-6.84,Phase I
1872,333.88,0.54,2,1,46.76,10,5,0.786,Medium,No,-8.21,Preclinical
1873,326.9,3.08,3,7,128.67,11,4,0.428,Low,No,-7.59,Preclinical
1874,408.47,1.23,0,4,109.69,8,0,0.807,Low,No,-9.25,Phase I
1875,448.27,3.49,1,11,75.61,0,1,0.233,Medium,No,-7.65,Preclinical
1876,454.68,1.34,0,8,138.88,1,3,0.203,Low,Yes,-4.98,Phase I
1877,307.84,3.33,3,9,34.56,10,4,0.465,Low,No,-8.1,Phase III
1878,334.31,3.83,5,9,74.35,1,5,0.501,Low,Yes,-10.82,Phase II
1879,223.74,3.53,2,3,53.75,9,0,0.285,Medium,No,-5.68,Phase I
1880,289.56,2.8,2,5,102.36,13,3,0.431,High,Yes,-6.69,Phase I
1881,422.36,2.22,0,6,56.61,2,3,0.841,Medium,Yes,-7.36,Preclinical
1882,471.17,1.81,4,6,102.99,9,0,0.401,High,Yes,-6.65,Phase III
1883,257.42,4.27,4,10,84.41,2,2,0.016,Medium,No,-7.38,Phase III
1884,305.57,1.66,5,8,75.62,9,0,0.064,High,Yes,-5.04,Phase II
1885,348.02,1.26,2,6,101.66,12,5,1.022,Medium,Yes,-6.37,Preclinical
1886,371.01,3.3,0,6,81.94,1,1,0.863,Medium,No,-8.18,Preclinical
1887,289.28,1.54,0,4,57.34,7,5,0.391,Low,No,-5.26,Preclinical
1888,381.8,1.36,0,7,174.04,7,3,0.703,Medium,Yes,-4.77,Phase I
1889,314.46,0.77,3,8,75.38,7,1,0.565,Low,Yes,-6.13,Preclinical
1890,348.92,1.92,5,3,23.47,1,4,0.818,Low,Yes,-6.89,Phase II
1891,390.97,2.4,4,7,64.74,14,3,0.232,High,No,-8.78,Phase I
1892,350.48,2.79,4,3,51.98,12,2,0.239,Low,No,-6.47,Preclinical
1893,317.27,3.64,3,8,114.78,8,0,0.83,High,No,-6.92,Phase II
1894,341.78,3.13,1,1,99.65,10,4,0.127,Medium,Yes,-7.54,Preclinical
1895,343.37,2.27,3,1,101.96,6,5,0.517,Low,Yes,-6.45,Phase II
1896,322.25,2.26,5,6,78.9,11,1,0.489,Medium,No,-7.37,Preclinical
1897,330.59,3.11,0,10,81.62,4,4,0.696,Medium,Yes,-6.68,Preclinical
1898,469.9,4.03,3,9,78.87,6,2,0.535,Low,Yes,-5.95,Preclinical
1899,392.07,2.65,0,4,87.56,7,0,0.467,Medium,Yes,-9.5,Phase III
1900,327.84,1.94,5,6,115.06,8,4,0.405,Medium,No,-9.04,Phase I
1901,402.27,1.31,5,5,100.08,1,5,0.251,Low,No,-8.87,Phase I
1902,324.96,0.77,2,1,105.0,5,1,0.458,Low,Yes,-4.59,Preclinical
1903,437.98,3.3,0,6,104.99,8,4,0.791,Low,No,-6.55,Phase II
1904,377.72,3.19,4,9,116.53,12,0,0.429,Low,Yes,-6.41,Preclinical
1905,341.95,3.19,3,3,98.64,5,5,0.852,Low,Yes,-5.81,Phase III
1906,383.58,2.35,5,11,100.77,1,4,0.683,Medium,Yes,-9.07,Phase III
1907,232.18,4.19,0,3,125.66,0,1,0.619,Low,Yes,-10.56,Phase II
1908,265.49,1.92,1,2,70.05,11,0,0.46,High,Yes,-7.59,Phase III
1909,260.46,3.65,2,4,64.33,2,2,0.343,Low,No,-6.15,Preclinical
1910,360.72,2.45,1,10,54.42,10,2,0.92,Low,Yes,-7.8,Preclinical
